index,brewery_id,brewery_name,beer_style,beer_name,beer_id,review_overall
9757,1106,Grizzly Peak Brewing Company,American Amber / Red Ale,Humongous Imperial Red,76764.0,3.0
9758,1106,Grizzly Peak Brewing Company,Fruit / Vegetable Beer,Grizzly Peak Five-0,5159.0,4.0
9759,1106,Grizzly Peak Brewing Company,Weizenbock,Grizzly Peak Weiss Bock,12792.0,3.0
9760,1106,Grizzly Peak Brewing Company,Rye Beer,Bitter Tony's Rye Bitter,55528.0,3.75
9761,1106,Grizzly Peak Brewing Company,American Amber / Red Ale,Steelhead Red,5173.0,3.733333333333333
9762,1106,Grizzly Peak Brewing Company,American Double / Imperial IPA,Hellion Double IPA,62038.0,3.0
9763,1106,Grizzly Peak Brewing Company,American Pale Ale (APA),Columbus Pale Ale,76888.0,2.0
9764,1106,Grizzly Peak Brewing Company,English Brown Ale,Grizzly Peak Flanders Brown Ale,14323.0,3.5
9765,1106,Grizzly Peak Brewing Company,English Pale Ale,Grizzly Peak Saaz Pale Ale,30377.0,4.0
9766,1106,Grizzly Peak Brewing Company,Irish Dry Stout,County Cork's Irish Stout,5161.0,3.8181818181818175
9767,1106,Grizzly Peak Brewing Company,Roggenbier,Grizzly Peak Roggen,18754.0,3.8333333333333335
9768,1106,Grizzly Peak Brewing Company,Witbier,White Christmas White Ale,7575.0,4.333333333333333
9769,1106,Grizzly Peak Brewing Company,American Double / Imperial IPA,Grizzly Peak Extra Fuggle Ale,54099.0,4.0
9770,1106,Grizzly Peak Brewing Company,Belgian Pale Ale,Grizzly Peak Antwerp Amber Ale,59150.0,4.0
9771,1106,Grizzly Peak Brewing Company,Kölsch,Grizzly Peak Garden Girl,38932.0,3.5
9772,1106,Grizzly Peak Brewing Company,Extra Special / Strong Bitter (ESB),Grizzly Peak Special Anniversary ESB,12328.0,4.0
9773,1106,Grizzly Peak Brewing Company,Märzen / Oktoberfest,Grizzly Peak Oktoberfest,20178.0,4.0
9774,1106,Grizzly Peak Brewing Company,American Strong Ale,Grizzly Peak Soggy Viking Strong Ale,9374.0,3.0
9775,1106,Grizzly Peak Brewing Company,American Strong Ale,Berserker,59466.0,2.5
9776,1106,Grizzly Peak Brewing Company,American Strong Ale,Grizzly Peak Edwin's Warm Up Ale,34158.0,4.25
9777,1106,Grizzly Peak Brewing Company,American Strong Ale,Grizzly Peak Draconus Ale,35235.0,3.25
9778,1106,Grizzly Peak Brewing Company,American Porter,Bear Paw Porter,5162.0,3.84375
9779,1106,Grizzly Peak Brewing Company,American IPA,Grizzly Peak American IPA,28171.0,3.75
9780,1106,Grizzly Peak Brewing Company,American Pale Ale (APA),Grizzly Peak Pale Ale,5172.0,3.825
9781,1106,Grizzly Peak Brewing Company,Weizenbock,Grizzly Peak Weizenbock (Bourbon Barrel Aged),24991.0,3.5
9782,1106,Grizzly Peak Brewing Company,Baltic Porter,Grizzly Peak Baltic Porter,73162.0,4.5
9783,1106,Grizzly Peak Brewing Company,Hefeweizen,Grizzly Peak Hefeweizen,5163.0,4.166666666666667
9784,1106,Grizzly Peak Brewing Company,Hefeweizen,Grizzly Peak El Hefe,59649.0,3.25
9785,1106,Grizzly Peak Brewing Company,Saison / Farmhouse Ale,Grizzly Peak Fille Du Fermier,36481.0,3.5
9786,1106,Grizzly Peak Brewing Company,American Adjunct Lager,Grizzly Peak Poolside Lager,18218.0,3.5
9787,1106,Grizzly Peak Brewing Company,American Amber / Red Ale,Grizzly Peak Junicade Red,55499.0,4.5
9788,1106,Grizzly Peak Brewing Company,American Porter,Grizzly Peak Spiced Cream Porter,35249.0,3.0
9789,1106,Grizzly Peak Brewing Company,Kölsch,Victor's Gold,5157.0,3.2
9790,1106,Grizzly Peak Brewing Company,Fruit / Vegetable Beer,Grizzly Peak Cherry Porter,9356.0,3.0
9791,1106,Grizzly Peak Brewing Company,American Amber / Red Ale,Grizzly Peak Harvest Ale,14322.0,4.0
9792,1106,Grizzly Peak Brewing Company,Extra Special / Strong Bitter (ESB),Grizzly Peak Tenth Anniversary Ale,25275.0,4.0
9793,1106,Grizzly Peak Brewing Company,American IPA,HMS Sheerwater IPA,76887.0,3.0
9794,1106,Grizzly Peak Brewing Company,American Pale Ale (APA),Grizzly Peak Cascade Ale,35237.0,3.6666666666666665
9795,1106,Grizzly Peak Brewing Company,Extra Special / Strong Bitter (ESB),Grizzly Peak Edwins Warm Up Ale,35042.0,4.0
9796,1106,Grizzly Peak Brewing Company,American Pale Ale (APA),Grizzly Peak Juniper Pale Ale,38933.0,4.0
9797,1106,Grizzly Peak Brewing Company,American Pale Wheat Ale,Grizzly Peak Farmer's Daughter,17572.0,4.5
9798,1001,Firehouse Brewing Co.,Hefeweizen,Wilderness Wheat Ale,5461.0,3.571428571428572
9799,16497,Hops Grill & Brewery,Light Lager,Clearwater Light,39982.0,3.0
9800,16497,Hops Grill & Brewery,American Porter,Alligator Ale,47537.0,3.5
9801,1001,Firehouse Brewing Co.,American Porter,Prodigy Porter,18016.0,4.25
9802,1001,Firehouse Brewing Co.,Light Lager,Firehouse Light,11831.0,3.0
9803,1001,Firehouse Brewing Co.,American Amber / Red Ale,Amber Wheat,69770.0,2.0
9804,1001,Firehouse Brewing Co.,Scotch Ale / Wee Heavy,Strong Scotch Ale,19311.0,4.666666666666667
9805,1001,Firehouse Brewing Co.,American Pale Lager,Brewer's Gold,65024.0,2.0
9806,1001,Firehouse Brewing Co.,American Porter,Imperial Porter,65023.0,3.75
9807,1001,Firehouse Brewing Co.,American Amber / Red Ale,Firehouse Red,24692.0,3.625
9808,1001,Firehouse Brewing Co.,American Stout,Smoke Jumper Stout,5465.0,3.8333333333333335
9809,1001,Firehouse Brewing Co.,English Brown Ale,Brown Cow Ale,12261.0,3.7
9810,1001,Firehouse Brewing Co.,American Amber / Red Lager,Angst Alt Lager,12780.0,3.5
9811,1001,Firehouse Brewing Co.,American Blonde Ale,Barely Blonde Ale,19538.0,3.5
9812,1001,Firehouse Brewing Co.,English Brown Ale,Brown-Eyed Girl,11832.0,4.125
9813,1001,Firehouse Brewing Co.,American Amber / Red Ale,Honey Amber Ale,5462.0,1.5
9814,1001,Firehouse Brewing Co.,American Strong Ale,Ultimator,52626.0,4.0
9815,1001,Firehouse Brewing Co.,English Bitter,Buffalo Bitter,5463.0,4.0
9816,1001,Firehouse Brewing Co.,American IPA,India Pale Ale,19525.0,4.0
9817,1001,Firehouse Brewing Co.,American Porter,Strong Arm Porter,12366.0,3.75
9818,1001,Firehouse Brewing Co.,American Porter,Timothy's Fear,13783.0,5.0
9819,73,Great Lakes Brewing Company,American Porter,Great Lakes Big Black Smoke,34339.0,4.217391304347826
9820,73,Great Lakes Brewing Company,American Amber / Red Ale,Great Lakes Independence Ale,11547.0,4.15
9821,73,Great Lakes Brewing Company,Saison / Farmhouse Ale,Great Lakes Grassroots Ale,45558.0,3.341530054644809
9822,73,Great Lakes Brewing Company,Weizenbock,Great Lakes Glockenspiel Weizenbock,19796.0,4.084375
9823,73,Great Lakes Brewing Company,American Blonde Ale,Great Lakes Aloha Ale,54796.0,4.25
9824,73,Great Lakes Brewing Company,Dortmunder / Export Lager,Great Lakes Imperial Dortmunder,42571.0,3.8267045454545454
9825,73,Great Lakes Brewing Company,Oatmeal Stout,Great Lakes Ohio City Oatmeal Stout,8350.0,4.020833333333333
9826,73,Great Lakes Brewing Company,Witbier,Great Lakes Thai One On,19086.0,3.5
9827,73,Great Lakes Brewing Company,Irish Dry Stout,Great Lakes Wolfhound Stout,9369.0,4.545454545454546
9828,73,Great Lakes Brewing Company,Scotch Ale / Wee Heavy,Great Lakes Loch Erie Scotch Ale,27493.0,4.1
9829,73,Great Lakes Brewing Company,American Strong Ale,Great Lakes Honey Ale,9368.0,4.444444444444445
9830,73,Great Lakes Brewing Company,American Strong Ale,Rackhouse Ale,26633.0,3.8333333333333335
9831,73,Great Lakes Brewing Company,English Bitter,Great Lakes Bitter,67423.0,3.5
9832,73,Great Lakes Brewing Company,Maibock / Helles Bock,Great Lakes Bailout Brew,49450.0,3.8333333333333335
9833,73,Great Lakes Brewing Company,Flanders Red Ale,Great Lakes Rubicon,34524.0,3.928571428571429
9834,73,Great Lakes Brewing Company,Pumpkin Ale,Great Lakes Pumpkin Ale,27151.0,3.8461538461538463
9835,73,Great Lakes Brewing Company,Belgian Strong Pale Ale,Great Lakes Grand Cru,17808.0,4.157894736842105
9836,73,Great Lakes Brewing Company,American IPA,Great Lakes Hop Madness,67719.0,4.0
9837,73,Great Lakes Brewing Company,Bock,The Stein Bach,44718.0,4.3
9838,73,Great Lakes Brewing Company,American Double / Imperial IPA,Great Lakes Lake Erie Monster,18421.0,3.924897119341564
9839,73,Great Lakes Brewing Company,Tripel,Great Lakes Belgian Tripel Dog Dare,65249.0,4.333333333333333
9840,73,Great Lakes Brewing Company,Scottish Ale,Great Lakes Highlander Scottish Ale,9352.0,4.0625
9841,73,Great Lakes Brewing Company,Russian Imperial Stout,Great Lakes Barrel-Aged Blackout Stout,27143.0,4.284644194756554
9842,73,Great Lakes Brewing Company,Altbier,Traffic Light,71556.0,2.75
9843,73,Great Lakes Brewing Company,Czech Pilsener,Great Lakes The Wright Pils,54795.0,4.181818181818182
9844,73,Great Lakes Brewing Company,Rye Beer,Great Lakes Rock's Rye,39816.0,3.083333333333333
9845,73,Great Lakes Brewing Company,Czech Pilsener,Great Lakes Owens Olympic Pilsener,19254.0,4.5
9846,73,Great Lakes Brewing Company,Schwarzbier,Great Lakes Schwarzbier,17117.0,4.0
9847,73,Great Lakes Brewing Company,Dunkelweizen,Lorelei,37463.0,4.25
9848,73,Great Lakes Brewing Company,German Pilsener,Great Lakes Barrel Select Pils,11548.0,4.107142857142857
9849,73,Great Lakes Brewing Company,Cream Ale,Great Lakes Cream Ale,32420.0,4.125
9850,73,Great Lakes Brewing Company,American IPA,"Great Lakes Hop Madness (""Quitness"")",62968.0,4.416666666666667
9851,73,Great Lakes Brewing Company,Bock,Great Lakes The Stein Bock,72884.0,4.5
9852,73,Great Lakes Brewing Company,American Pale Ale (APA),Great Lakes Engine 20 Smoked Pale Ale,28446.0,3.5625
9853,73,Great Lakes Brewing Company,Saison / Farmhouse Ale,Great Lakes Saison De Ete,31074.0,4.0
9854,73,Great Lakes Brewing Company,Irish Red Ale,Great Lakes Conway's Irish Ale,5096.0,4.038563829787234
9855,73,Great Lakes Brewing Company,Witbier,WIT Till Next Year!,51684.0,3.8333333333333335
9856,73,Great Lakes Brewing Company,German Pilsener,Great Lakes Prohibition Pils,35945.0,4.233333333333333
9857,73,Great Lakes Brewing Company,Russian Imperial Stout,Great Lakes Blackout Stout,15813.0,4.1760710553814
9858,73,Great Lakes Brewing Company,American Porter,Great Lakes Alberta Clipper,27900.0,4.0
9859,73,Great Lakes Brewing Company,Doppelbock,Great Lakes The Instigator,23193.0,3.75
9860,73,Great Lakes Brewing Company,Hefeweizen,Great Lakes Market Street Wheat,31577.0,3.9166666666666665
9861,73,Great Lakes Brewing Company,American Porter,Coffee Infused Edmund Fitzgerald Porter,70346.0,4.5
9862,73,Great Lakes Brewing Company,Altbier,Great Lakes Altbier,22841.0,4.375
9863,73,Great Lakes Brewing Company,Kölsch,Great Lakes Cellar Dweller,25637.0,3.7083333333333335
9864,73,Great Lakes Brewing Company,Bock,Great Lakes Rockefeller Bock,14737.0,4.222222222222222
9865,73,Great Lakes Brewing Company,American Porter,Great Lakes Wood Tooth Porter,28612.0,4.0
9866,73,Great Lakes Brewing Company,Rye Beer,Rye Of The Tiger,34164.0,4.388888888888889
9867,73,Great Lakes Brewing Company,American Strong Ale,Great Lakes Berlot (2010 Beer Week Collaboration With Cellar Rats),62922.0,3.111111111111111
9868,73,Great Lakes Brewing Company,Witbier,Wit's End,71138.0,3.5
9869,73,Great Lakes Brewing Company,Cream Ale,Great Lakes Lenny Cream Ale (Winking Lizard),15582.0,3.5
9870,73,Great Lakes Brewing Company,American Pale Ale (APA),Great Lakes Truth Justice And The American Ale,75829.0,5.0
9871,73,Great Lakes Brewing Company,American Porter,Great Lakes Woodtooth Porter,48120.0,3.9
9872,73,Great Lakes Brewing Company,American Wild Ale,Great Lakes Jabberwocky,61874.0,4.0
9873,73,Great Lakes Brewing Company,English Brown Ale,Great Lakes Cleveland Brown Ale,227.0,4.03125
9874,73,Great Lakes Brewing Company,Old Ale,Tempus Fugit Ale,55252.0,4.0
9875,73,Great Lakes Brewing Company,American Porter,Big Black Smoked Porter,76079.0,4.0
9876,73,Great Lakes Brewing Company,American Pale Wheat Ale,Thomas Jeffe-Weizen,28611.0,3.5
9877,73,Great Lakes Brewing Company,Extra Special / Strong Bitter (ESB),Great Lakes York Street Bitter,3849.0,4.464285714285714
9878,73,Great Lakes Brewing Company,American Amber / Red Lager,Great Lakes Rapid Red Ale,72882.0,3.0
9879,73,Great Lakes Brewing Company,Belgian Dark Ale,Great Lakes Black Ice,55524.0,3.9
9880,12098,Skye Book And Brew,Oatmeal Stout,Startin' Starve Out Winter Stout,49334.0,3.5
9881,12098,Skye Book And Brew,Witbier,Skye Belgian Witbier,38659.0,3.0
9882,12098,Skye Book And Brew,Scottish Ale,S. McTaggert Scottish Ale,38677.0,3.5
9883,12098,Skye Book And Brew,American Porter,Pataha Creek Porter,38678.0,4.0
9884,12098,Skye Book And Brew,American Amber / Red Ale,Cougar Canyon Amber Ale,38662.0,3.5
9885,12098,Skye Book And Brew,American IPA,Johnson Hollow IPA,38663.0,3.0
9886,12098,Skye Book And Brew,American Pale Wheat Ale,Tucannon Honey Wheat,38664.0,3.5
9887,2830,America's Brewpub,Milk / Sweet Stout,Sweetness Stout,11010.0,3.333333333333333
9888,23347,Mike Hess Brewing,Belgian IPA,Anno Unum,72684.0,3.5
9889,23347,Mike Hess Brewing,Vienna Lager,Grazias,65004.0,3.6666666666666665
9890,23347,Mike Hess Brewing,American Pale Wheat Ale,Jucundus,74918.0,2.5
9891,23347,Mike Hess Brewing,Kölsch,Claritas,65003.0,3.5
9892,23347,Mike Hess Brewing,American Double / Imperial IPA,Amplus Acerba,65006.0,3.4
9893,23347,Mike Hess Brewing,American IPA,WestCoaster WET,73246.0,3.5
9894,23347,Mike Hess Brewing,American Barleywine,Quercus,76204.0,4.5
9895,23347,Mike Hess Brewing,Oatmeal Stout,Fortuna Hiberniae,67830.0,4.0
9896,2830,America's Brewpub,American Amber / Red Ale,Aurora Amber Ale,10993.0,3.6
9897,23347,Mike Hess Brewing,Pumpkin Ale,Magna Cucurbita,75080.0,3.8333333333333335
9898,23347,Mike Hess Brewing,Belgian Strong Pale Ale,Trinitas,71078.0,4.0
9899,23347,Mike Hess Brewing,Altbier,Festivus,76954.0,4.0
9900,23347,Mike Hess Brewing,American IPA,Deceptio,67831.0,3.625
9901,23347,Mike Hess Brewing,American Double / Imperial Stout,Ex Umbris,64119.0,4.1875
9902,23347,Mike Hess Brewing,American Porter,Brunus Induresco Coffee Porter,72627.0,4.5
9903,2830,America's Brewpub,American Double / Imperial Stout,Bourbon Barrel Cherry Imperial Stout,57039.0,4.0
9904,2830,America's Brewpub,Scotch Ale / Wee Heavy,Bourbon Barrel Scottish Ale,26971.0,4.0
9905,2830,America's Brewpub,American Blonde Ale,Dirty Summer Blonde Chocolate Beer,25872.0,3.1666666666666665
9906,2830,America's Brewpub,Fruit / Vegetable Beer,Blueberry Beer,51345.0,3.0
9907,2830,America's Brewpub,American Brown Ale,Hemp Stoned Ale,25871.0,4.0
9908,2830,America's Brewpub,American Double / Imperial Stout,Rye Whiskey Barrel Imperial Stout,42644.0,4.5
9909,2830,America's Brewpub,Cream Ale,Chocolate Beer,42945.0,3.5
9910,2830,America's Brewpub,Saison / Farmhouse Ale,Mamma Mia Pizza Beer,36952.0,2.6666666666666665
9911,2830,America's Brewpub,Scotch Ale / Wee Heavy,Why Don't We Get Drunk And Brew Scotch Ale,33828.0,3.0
9912,2830,America's Brewpub,Russian Imperial Stout,Hannah's Cherry Imperial Stout,33829.0,4.166666666666667
9913,2830,America's Brewpub,American Wild Ale,Flemish Scotman,45921.0,4.5
9914,2830,America's Brewpub,English Barleywine,Bourbon Barrel Barleywine,34816.0,4.0
9915,2830,America's Brewpub,American Amber / Red Ale,Dry-Hopped Aurora Amber Ale,57035.0,3.75
9916,2830,America's Brewpub,American Amber / Red Ale,Reindeer Red Ale,11002.0,3.0
9917,2830,America's Brewpub,Schwarzbier,Schwartz,11003.0,4.5
9918,2830,America's Brewpub,Baltic Porter,Paddler's Porter,41748.0,3.2
9919,2830,America's Brewpub,Czech Pilsener,Walter Payton Pilsener,11001.0,3.333333333333333
9920,2830,America's Brewpub,American IPA,Triple 7 India Pale Ale,33014.0,5.0
9921,2830,America's Brewpub,Czech Pilsener,Walter Payton Pilsner Light,43110.0,4.5
9922,2830,America's Brewpub,American Blonde Ale,No Such Thing As A White Chocolate Beer,39971.0,2.0
9923,2830,America's Brewpub,American Double / Imperial Stout,Triple Black Coffee Stout,25874.0,3.5
9924,2830,America's Brewpub,American Double / Imperial Stout,Bourbon Barrel Imperial Stout (Signature Series),41427.0,3.7364864864864864
9925,2830,America's Brewpub,American Pale Wheat Ale,Honey Wheat Ale,10996.0,3.4375
9926,3455,Buckner Brewing Co.,American Porter,Buckner Porter,60995.0,3.0
9927,3455,Buckner Brewing Co.,Dubbel,Belgian Dubbel,48889.0,4.0
9928,3455,Buckner Brewing Co.,American IPA,Buckner IPA,60996.0,3.5
9929,3455,Buckner Brewing Co.,American Pale Ale (APA),Buckner American Pale Ale,45939.0,4.5
9930,3455,Buckner Brewing Co.,Witbier,Buckner Belgian Wit,60997.0,3.5
9931,3455,Buckner Brewing Co.,Herbed / Spiced Beer,Buckner Maple Bock,45940.0,4.0
9932,3455,Buckner Brewing Co.,Märzen / Oktoberfest,Oktoberfest,45938.0,4.0
9933,589,Fratello's & Fox River Brewing,Schwarzbier,Special Dark,24249.0,4.0
9934,589,Fratello's & Fox River Brewing,American Porter,Titan Porter,7043.0,3.5
9935,589,Fratello's & Fox River Brewing,Belgian Pale Ale,Sly Fox Belgian Ale,11252.0,3.0
9936,589,Fratello's & Fox River Brewing,Fruit / Vegetable Beer,Blu,24315.0,3.8333333333333335
9937,589,Fratello's & Fox River Brewing,American Amber / Red Ale,Wisconsin Red,47134.0,3.5
9938,589,Fratello's & Fox River Brewing,American Pale Ale (APA),Buzzin' Honey Ale,8502.0,4.166666666666667
9939,589,Fratello's & Fox River Brewing,American Amber / Red Ale,Maximilian,24214.0,4.0
9940,589,Fratello's & Fox River Brewing,Scottish Ale,Caber Tossing Scottish Ale,4401.0,3.625
9941,589,Fratello's & Fox River Brewing,English Brown Ale,Brown Ale,4399.0,2.0
9942,589,Fratello's & Fox River Brewing,American Stout,Trolleycar Stout,3302.0,4.5
9943,589,Fratello's & Fox River Brewing,American Barleywine,X,32050.0,4.0
9944,589,Fratello's & Fox River Brewing,American Blonde Ale,Golden Pride,25733.0,4.0
9945,589,Fratello's & Fox River Brewing,Saison / Farmhouse Ale,Farm House Peach,42868.0,4.0
9946,589,Fratello's & Fox River Brewing,Maibock / Helles Bock,Maibock,24326.0,4.5
9947,589,Fratello's & Fox River Brewing,American Amber / Red Ale,Fox Tail Amber Ale,8503.0,5.0
9948,589,Fratello's & Fox River Brewing,Belgian Dark Ale,Abby Ale,35822.0,4.0
9949,589,Fratello's & Fox River Brewing,Hefeweizen,Winnebago Wheat,8504.0,4.0
9950,21092,World Brews,Light Lager,Port Republic Light,71690.0,2.6
9951,156,Tommyknocker Brewery,Doppelbock,Butthead Doppelbock,115.0,3.580601092896175
9952,21092,World Brews,American Amber / Red Ale,Tap Room No. 21 Amber Ale,36855.0,2.901408450704225
9953,21092,World Brews,American Amber / Red Ale,Trouble Brewing Amber Ale,55158.0,2.9615384615384617
9954,156,Tommyknocker Brewery,American Brown Ale,Maple Nut Brown Ale,117.0,3.418987341772152
9955,156,Tommyknocker Brewery,American Amber / Red Lager,Ornery Amber,2294.0,3.256983240223464
9956,21092,World Brews,American Adjunct Lager,Taurino,44030.0,3.090909090909091
9957,156,Tommyknocker Brewery,American Brown Ale,Imperial Nut Brown Ale,21166.0,3.611635220125786
9958,156,Tommyknocker Brewery,Doppelbock,Oaked Butt Head Bock,45766.0,3.356060606060606
9959,21092,World Brews,American Adjunct Lager,San Lucas Cerveza,5910.0,3.0
9960,21092,World Brews,Light Lager,Big Flats 1901 Light,70679.0,2.8
9961,21092,World Brews,American Amber / Red Ale,Cable Car Small Batch Amber Ale,38608.0,2.9047619047619047
9962,21092,World Brews,American Pale Ale (APA),R.J. King Wingwalker Pale Ale,31587.0,3.3773584905660377
9963,156,Tommyknocker Brewery,American Porter,Cocoa Porter Winter Warmer,33639.0,3.205263157894737
9964,21092,World Brews,American Pale Ale (APA),Tap Room No. 21 Pale Ale,67805.0,3.333333333333333
9965,21092,World Brews,Light Lager,Caguama Light,2322.0,2.5
9966,21092,World Brews,American IPA,Double Take IPA,70128.0,2.55
9967,21092,World Brews,American Pale Wheat Ale,Tap Room No. 21 Brewery Wheat Beer,71101.0,2.875
9968,21092,World Brews,American Amber / Red Ale,R.J. King Wingwalker Winter Brew,40067.0,3.6666666666666665
9969,21092,World Brews,Light Lager,R.J. King Wingwalker Light Lager,31586.0,2.8125
9970,21092,World Brews,American Pale Wheat Ale,R.J. King Wingwalker Traditional Summer Wheat,59041.0,3.5
9971,21092,World Brews,American Pale Ale (APA),Roscoe's Hop House Pale Ale,60077.0,3.392857142857143
9972,21092,World Brews,American Amber / Red Ale,Double Take Amber Ale,70148.0,3.0
9973,21092,World Brews,English Pale Ale,Barrel Trolley Pale Ale,71285.0,3.875
9974,21092,World Brews,Winter Warmer,Hopper Whitman Winter Brew,74825.0,3.5
9975,21092,World Brews,American Adjunct Lager,Copper Bell Lager,70492.0,2.6666666666666665
9976,21092,World Brews,American Adjunct Lager,San Lucas Cerveza Light,30135.0,3.0
9977,21092,World Brews,American Adjunct Lager,Caballo Cerveza Extra,11699.0,2.0
9978,21092,World Brews,American Adjunct Lager,Seven Kings,61710.0,2.9
9979,21092,World Brews,American Adjunct Lager,Playa De La Cruz,72477.0,2.1666666666666665
9980,21092,World Brews,American Adjunct Lager,Big Flats 1901,64297.0,3.0
9981,16393,Mission Brewery,American Blonde Ale,Mission Blonde,41938.0,3.5
9982,21092,World Brews,American Adjunct Lager,Kodiak Ridge Lager,66356.0,3.25
9983,21092,World Brews,American IPA,Cable Car Small Batch India Pale Ale,68122.0,2.5
9984,21092,World Brews,American Adjunct Lager,Goldmine,65662.0,3.1875
9985,21092,World Brews,American Pale Wheat Ale,R.J. King Wingwalker Summer Honey Wheat,37238.0,3.2777777777777777
9986,21092,World Brews,Winter Warmer,Four In Hand Winter Brew,76080.0,3.1
9987,21092,World Brews,American Pale Lager,R.J. King Wingwalker Lager,31655.0,2.838709677419355
9988,21092,World Brews,Witbier,Hopper Whitman,73140.0,3.5
9989,21092,World Brews,American Adjunct Lager,Cantina,11728.0,2.35
9990,156,Tommyknocker Brewery,American Pale Lager,Alpine Glacier Lager,2709.0,3.437125748502994
9991,21092,World Brews,Witbier,Barrel Trolley Belgian White,72861.0,3.0
9992,21092,World Brews,American Amber / Red Ale,Amber Ale,60557.0,3.75
9993,21092,World Brews,Light Lager,Copper Bell Light Beer,70929.0,2.3
9994,21092,World Brews,English India Pale Ale (IPA),Roscoe's Hop House Original India Pale Ale,71249.0,2.7857142857142856
9995,156,Tommyknocker Brewery,Rye Beer,Rye Porter,10383.0,3.4545454545454546
9996,21092,World Brews,American Pale Lager,Tap Room No. 21 Lager,68386.0,2.8947368421052637
9997,21092,World Brews,American Adjunct Lager,Port Republic Lager,71689.0,2.6666666666666665
9998,21092,World Brews,American IPA,Four In Hand IPA,70483.0,3.270833333333333
9999,21092,World Brews,American IPA,Wild Range India Pale Ale,61743.0,3.0
10000,21092,World Brews,Witbier,Wild Range Wheat Beer,61746.0,2.75
10001,2521,Lindens Brewing Co.,American Blonde Ale,Bebop Blonde Ale,6247.0,4.25
10002,21092,World Brews,Witbier,St. Cloud Belgian White,70008.0,2.2916666666666665
10003,21092,World Brews,Euro Pale Lager,Hollande 1620,6335.0,3.526315789473684
10004,156,Tommyknocker Brewery,American IPA,Pick Axe IPA,120.0,3.578740157480315
10005,21092,World Brews,Euro Pale Lager,Dutch Republic 1581,55704.0,3.333333333333333
10006,21092,World Brews,Herbed / Spiced Beer,Cable Car Small Batch Winter Brew,64713.0,3.375
10007,21092,World Brews,American Amber / Red Ale,R.J. King Wingwalker Amber Ale,31672.0,3.108108108108108
10008,21092,World Brews,American Adjunct Lager,Cable Car Small Batch Lager,37934.0,2.816666666666667
10009,11053,The Firehouse Brewing Co.,American Pale Ale (APA),Firehouse American Pale Ale,22574.0,3.236842105263158
10010,21092,World Brews,American Amber / Red Ale,Wild Range Amber Ale,61793.0,3.25
10011,21092,World Brews,American Adjunct Lager,Caguama Special Export,40311.0,3.388888888888889
10012,591,Hoptown Brewing Company,Oatmeal Stout,Oatmeal Breakfast Stout,5471.0,4.0256410256410255
10013,21092,World Brews,American Pale Ale (APA),Cable Car Small Batch Pale Ale,64714.0,2.8
10014,21092,World Brews,American Adjunct Lager,Steel Kettle Whistle Lager,52471.0,2.875
10015,11053,The Firehouse Brewing Co.,American Pale Wheat Ale,Firehouse Hefeweizen,34966.0,2.925925925925926
10016,156,Tommyknocker Brewery,American IPA,Colorado IPA Nouveau,62402.0,2.75
10017,156,Tommyknocker Brewery,Irish Red Ale,Naked Tinker Ale,56324.0,4.0
10018,156,Tommyknocker Brewery,Saison / Farmhouse Ale,Amber Saison,60593.0,4.5
10019,156,Tommyknocker Brewery,American Stout,Black Powder Stout,10384.0,3.8055555555555554
10020,156,Tommyknocker Brewery,American IPA,Pick Axe India Pale Ale,75231.0,3.5
10021,410,Pittsburgh Brewing Co.,Vienna Lager,Augustiner Lager,3416.0,3.2413793103448274
10022,156,Tommyknocker Brewery,Pumpkin Ale,Small Patch Pumpkin Harvest Ale,72120.0,3.2857142857142856
10023,156,Tommyknocker Brewery,Märzen / Oktoberfest,Red Eye Märzen Stil Lager,118.0,2.75
10024,156,Tommyknocker Brewery,American Strong Ale,Legend,54759.0,3.733333333333333
10025,156,Tommyknocker Brewery,Scotch Ale / Wee Heavy,Spleen Cleaver Scottish Ale,44685.0,4.5
10026,156,Tommyknocker Brewery,Czech Pilsener,5 Lamps Lager,53109.0,4.0
10027,156,Tommyknocker Brewery,German Pilsener,Alpine Glacier Pilsner,74620.0,3.3
10028,156,Tommyknocker Brewery,American Pale Wheat Ale,Jack Whacker Wheat Ale,116.0,3.527906976744186
10029,156,Tommyknocker Brewery,Saison / Farmhouse Ale,Golden Saison,60592.0,3.75
10030,156,Tommyknocker Brewery,American Black Ale,Hop Strike Black IPA,58876.0,3.9027777777777777
10031,1037,Barley's Brewing Company,German Pilsener,Barley's Pilsner,4887.0,3.625
10032,156,Tommyknocker Brewery,Kölsch,Lost Dutchman Gold Ale,119.0,3.1666666666666665
10033,156,Tommyknocker Brewery,Vienna Lager,Vienna-Style Amber Lager,71709.0,3.1666666666666665
10034,156,Tommyknocker Brewery,English Porter,Prospector Porter,39812.0,4.5
10035,156,Tommyknocker Brewery,English Pale Ale,Pick Axe Pale Ale,76902.0,3.5
10036,156,Tommyknocker Brewery,Fruit / Vegetable Beer,Tundrabeary Ale,6845.0,2.3076923076923075
10037,156,Tommyknocker Brewery,Saison / Farmhouse Ale,Char D'Zon Saison,69395.0,4.0
10038,156,Tommyknocker Brewery,American Amber / Red Ale,Mineshaft Red Ale,19397.0,3.5
10039,156,Tommyknocker Brewery,American IPA,The Bitter Brewer,45803.0,5.0
10040,156,Tommyknocker Brewery,Chile Beer,Chili Lager,45435.0,3.5
