,brewery_id,brewery_name,beer_style,beer_name,beer_id,review_overall,City,State,Address
1884,140,Sierra Nevada Brewing Co.,American Pale Lager,Liquid Sourdough (LSD) - Beer Camp #41,66160,4.5,Chico,California,1075 E 20th St
1886,140,Sierra Nevada Brewing Co.,American Double / Imperial IPA,Ghidorah Double IPA - Beer Camp #29,61593,4.082278481012659,Chico,California,1075 E 20th St
1889,140,Sierra Nevada Brewing Co.,American IPA,Northern Hemisphere Harvest Wet Hop Ale,6549,4.242245199409158,Chico,California,1075 E 20th St
1890,140,Sierra Nevada Brewing Co.,American IPA,Estate Homegrown Wet Hop Ale,62328,4.139705882352941,Chico,California,1075 E 20th St
1896,140,Sierra Nevada Brewing Co.,Extra Special / Strong Bitter (ESB),Knightro ESB - Beer Camp #23,59786,4.5,Chico,California,1075 E 20th St
1897,140,Sierra Nevada Brewing Co.,American Black Ale,India Ink - Beer Camp #42,67538,4.277777777777778,Chico,California,1075 E 20th St
1898,140,Sierra Nevada Brewing Co.,American Porter,Imperial Smoked Porter,47407,4.05,Chico,California,1075 E 20th St
1901,140,Sierra Nevada Brewing Co.,American Pale Ale (APA),Sierra Nevada Draught Style Pale Ale,8170,4.2368421052631575,Chico,California,1075 E 20th St
1904,140,Sierra Nevada Brewing Co.,Tripel,Bourbon Barrel Aged Trippel,75067,4.125,Chico,California,1075 E 20th St
1905,140,Sierra Nevada Brewing Co.,German Pilsener,FOAM Pilsner,72967,4.055555555555555,Chico,California,1075 E 20th St
1906,140,Sierra Nevada Brewing Co.,Witbier,Rhymes Wit - Beer Camp #20,57230,4.666666666666667,Chico,California,1075 E 20th St
1907,140,Sierra Nevada Brewing Co.,American Blonde Ale,Writer's Block - Beer Camp #33,63599,4.166666666666667,Chico,California,1075 E 20th St
1908,140,Sierra Nevada Brewing Co.,American Strong Ale,30th Anniversary - Grand Cru,63152,4.127314814814815,Chico,California,1075 E 20th St
1912,140,Sierra Nevada Brewing Co.,Schwarzbier,Schwarzbier,26172,4.076923076923077,Chico,California,1075 E 20th St
1913,140,Sierra Nevada Brewing Co.,American Amber / Red Ale,Red Perle Red Ale - Beer Camp #11,54096,4.5,Chico,California,1075 E 20th St
1914,140,Sierra Nevada Brewing Co.,Rye Beer,Sierra Nevada Ruthless Rye IPA,76816,4.03,Chico,California,1075 E 20th St
1918,140,Sierra Nevada Brewing Co.,American IPA,Sierra Nevada Chico Estate Harvest Wet Hop Ale (2008),44749,4.260479041916168,Chico,California,1075 E 20th St
1919,140,Sierra Nevada Brewing Co.,American Pale Ale (APA),20th Street Green Hop Ale,20916,4.090909090909091,Chico,California,1075 E 20th St
1921,140,Sierra Nevada Brewing Co.,American Double / Imperial Stout,30th Anniversary - Fritz And Ken's Ale Bourbon Barrel Aged,75277,4.3,Chico,California,1075 E 20th St
1923,140,Sierra Nevada Brewing Co.,Tripel,Sierra Nevada Stricklander (Belgian Style Golden Ale),36101,4.222222222222222,Chico,California,1075 E 20th St
1924,140,Sierra Nevada Brewing Co.,Märzen / Oktoberfest,The Almond Marzen Project - Beer Camp #26,59779,4.142857142857143,Chico,California,1075 E 20th St
1925,140,Sierra Nevada Brewing Co.,American Barleywine,30th Anniversary - Jack & Ken's Ale,60474,4.008042895442359,Chico,California,1075 E 20th St
1928,140,Sierra Nevada Brewing Co.,Irish Dry Stout,Knightro – Celtic Festival Beer,72925,4.5,Chico,California,1075 E 20th St
1932,140,Sierra Nevada Brewing Co.,American Porter,Sierra Nevada Oaked Imperial Porter,60069,5.0,Chico,California,1075 E 20th St
1933,140,Sierra Nevada Brewing Co.,American Double / Imperial Stout,Sierra Nevada Hellraiser Chocolate Chili Imperial Stout,56341,4.227272727272728,Chico,California,1075 E 20th St
1934,140,Sierra Nevada Brewing Co.,Russian Imperial Stout,Empire Strikes Black Wood-Aged Imperial Stout,58500,4.125,Chico,California,1075 E 20th St
1936,140,Sierra Nevada Brewing Co.,American Double / Imperial Pilsner,Super 7 - Beer Camp #1,43681,4.142857142857143,Chico,California,1075 E 20th St
1937,140,Sierra Nevada Brewing Co.,American Blonde Ale,Sierra Nevada Blonde Ale,7806,4.1875,Chico,California,1075 E 20th St
1944,24757,Benny Brewing Company,American IPA,Benny Brew Hopenstein,65833,4.5,Wilkes-Barre,Pennsylvania,1429 Sans Souci Pkwy
1961,2098,Terminal Gravity Brewing Company,English Strong Ale,Fest,21483,4.375,Enterprise,Oregon,803 SE School Rd
1963,14484,Shamrock Brewing Co.,Hefeweizen,Hefeweizen,71183,4.5,Pueblo,Colorado,108 West 3rd Street
1971,14484,Shamrock Brewing Co.,Saison / Farmhouse Ale,Saison,40066,4.25,Pueblo,Colorado,108 West 3rd Street
1978,16386,O'so Brewing Company,American Porter,"Night Train, Bourbon Barrel",65769,4.5,Plover,Wisconsin,3028 Village Park Drive
1980,16386,O'so Brewing Company,English Porter,Nitro Night Train,72618,4.5,Plover,Wisconsin,3028 Village Park Drive
1988,16386,O'so Brewing Company,American Porter,Bourbon Barrel Coffee Night Train,72118,5.0,Plover,Wisconsin,3028 Village Park Drive
1992,16386,O'so Brewing Company,American IPA,Hop Whoopin,61176,4.055555555555555,Plover,Wisconsin,3028 Village Park Drive
1996,16386,O'so Brewing Company,American Amber / Red Ale,Spike's 2010,57994,4.5,Plover,Wisconsin,3028 Village Park Drive
1999,1604,Roslyn Brewing,Märzen / Oktoberfest,Brookside Beer,4485,4.142857142857143,Roslyn,Washington,208 Pennsylvania Ave.
2005,4286,Lotsolox Brewing Company,American Porter,Bagel Beer Pumpernickel Porter,9226,4.375,Gilroy,California,Fairfax
2008,5246,Cannon Brew Pub,American IPA,Amberversary India Amber Ale,59464,4.25,Columbus,Georgia,1041 Broadway
2011,5246,Cannon Brew Pub,Russian Imperial Stout,Ironworks Imperial Stout,27704,4.5,Columbus,Georgia,1041 Broadway
2040,394,Stoudts Brewing Co.,Doppelbock,Smooth Hoperator,36670,4.052301255230126,Adamstown,Pennsylvania,2800 North Reading Rd
2048,394,Stoudts Brewing Co.,Bock,Stoudts Bock,53904,4.2,Adamstown,Pennsylvania,2800 North Reading Rd
2051,394,Stoudts Brewing Co.,Fruit / Vegetable Beer,Stoudt's Pumpkin Ale,39282,4.5,Adamstown,Pennsylvania,2800 North Reading Rd
2054,394,Stoudts Brewing Co.,American IPA,Stoudt's India Pale Ale,3517,4.222222222222222,Adamstown,Pennsylvania,2800 North Reading Rd
2056,394,Stoudts Brewing Co.,American Double / Imperial Stout,Stoudt's Barrel Aged  Fat Dog (Imperial Oatmeal Stout),34362,4.212962962962963,Adamstown,Pennsylvania,2800 North Reading Rd
2057,394,Stoudts Brewing Co.,Munich Helles Lager,Stoudt's Gold Lager,2106,4.145299145299146,Adamstown,Pennsylvania,2800 North Reading Rd
2060,394,Stoudts Brewing Co.,American Pale Lager,Brotherly Suds (BS2),69865,4.318181818181818,Adamstown,Pennsylvania,2800 North Reading Rd
2067,394,Stoudts Brewing Co.,American Pale Ale (APA),Gemutlichkeit Ale,57671,4.166666666666667,Adamstown,Pennsylvania,2800 North Reading Rd
2077,394,Stoudts Brewing Co.,English Barleywine,Stoudt's Barrel Aged Old Abominable,34361,4.2023809523809526,Adamstown,Pennsylvania,2800 North Reading Rd
2078,394,Stoudts Brewing Co.,Witbier,Stoudt's Whitey's Wit,20471,4.5,Adamstown,Pennsylvania,2800 North Reading Rd
2079,394,Stoudts Brewing Co.,German Pilsener,Stoudts Pils,5411,4.085507246376811,Adamstown,Pennsylvania,2800 North Reading Rd
2087,394,Stoudts Brewing Co.,Kölsch,Brett's Organic Kolsch (Brewer's Reserve),43438,4.083333333333333,Adamstown,Pennsylvania,2800 North Reading Rd
2091,394,Stoudts Brewing Co.,Tripel,Stoudt's Abbey Triple (750ml Release),1620,4.136363636363637,Adamstown,Pennsylvania,2800 North Reading Rd
2103,394,Stoudts Brewing Co.,Maibock / Helles Bock,Stoudt's Reserve Lager,35736,4.25,Adamstown,Pennsylvania,2800 North Reading Rd
2106,394,Stoudts Brewing Co.,Kölsch,Karnival Kolsch,56453,4.081896551724138,Adamstown,Pennsylvania,2800 North Reading Rd
2107,394,Stoudts Brewing Co.,American Pale Lager,White Dog Cafe Leg Lifter Lager,29677,4.5,Adamstown,Pennsylvania,2800 North Reading Rd
2112,13397,Mountaineer Brewing Co.,Rye Beer,Rye Ale,61360,4.5,Martinsburg,West Virginia,219 Lawn St Ste B
2113,13397,Mountaineer Brewing Co.,American Amber / Red Ale,Vandalia Ale,57604,4.1,Martinsburg,West Virginia,219 Lawn St Ste B
2116,13397,Mountaineer Brewing Co.,Old Ale,Old Snowshoe Winter Ale,28954,4.25,Martinsburg,West Virginia,219 Lawn St Ste B
2120,564,Island Cafe & Brew Pub,American Porter,Dawg Bizkit Brown,1547,4.25,Kelleys Island,Ohio,504 W. Lakeshore Dr.
2132,16517,McCann's Food & Brew,Czech Pilsener,Euro Pils,44552,4.166666666666667,Saint Cloud,Minnesota,3310 3rd St N
2134,16517,McCann's Food & Brew,Munich Dunkel Lager,Middle Town Braun,44537,4.166666666666667,Saint Cloud,Minnesota,3310 3rd St N
2137,16517,McCann's Food & Brew,American Amber / Red Ale,High Bank Amber,47794,4.5,Saint Cloud,Minnesota,3310 3rd St N
2144,16517,McCann's Food & Brew,American Pale Ale (APA),Rye P.A.,56103,4.375,Saint Cloud,Minnesota,3310 3rd St N
2146,16517,McCann's Food & Brew,English Porter,Prairie Porter,40472,4.625,Saint Cloud,Minnesota,3310 3rd St N
2150,16517,McCann's Food & Brew,Oatmeal Stout,Blacked Out Oatmeal Stout,48658,4.5,Saint Cloud,Minnesota,3310 3rd St N
2154,16517,McCann's Food & Brew,Tripel,Trippel Trouble,41772,4.333333333333333,Saint Cloud,Minnesota,3310 3rd St N
2157,16517,McCann's Food & Brew,Belgian Pale Ale,Little Abbey Ale,40636,4.5,Saint Cloud,Minnesota,3310 3rd St N
2158,16517,McCann's Food & Brew,Fruit / Vegetable Beer,Honey Raspberry Ale,43747,4.75,Saint Cloud,Minnesota,3310 3rd St N
2180,2,Yellow Rose Brewing Company,American IPA,Cactus Queen IPA,3,4.166666666666667,San Antonio,Texas,"2650 Lombardy Lane, Suite O"
2181,5892,Walnut Brewery,American Pale Wheat Ale,Banana Wheat,43796,5.0,Boulder,Colorado,1123 Walnut Street
2186,5892,Walnut Brewery,Rye Beer,Daylight Rye,50524,4.5,Boulder,Colorado,1123 Walnut Street
2198,1497,Jupiter,American Pale Ale (APA),XHP (Extra Hopped Pale),53727,4.25,Berkeley,California,2181 Shattuck Avenue
2202,1497,Jupiter,Hefeweizen,Bavarian Hefeweizen,30534,4.25,Berkeley,California,2181 Shattuck Avenue
2204,1497,Jupiter,American IPA,18 Barrel IPA,47633,4.5,Berkeley,California,2181 Shattuck Avenue
2206,1497,Jupiter,American IPA,IPA,5360,4.1,Berkeley,California,2181 Shattuck Avenue
2215,1497,Jupiter,American Pale Wheat Ale,Honey Wheat,49954,5.0,Berkeley,California,2181 Shattuck Avenue
2254,2412,Hereford & Hops Restaurant & Brewpub,American Double / Imperial Stout,Black Springs Double Stout,24371,4.333333333333333,Escanaba,Michigan,624 Ludington St.
2256,2412,Hereford & Hops Restaurant & Brewpub,American Amber / Red Ale,Hop Rocket Amber,24369,4.333333333333333,Escanaba,Michigan,624 Ludington St.
2257,2412,Hereford & Hops Restaurant & Brewpub,Schwarzbier,Schwarzbier,24370,4.5,Escanaba,Michigan,624 Ludington St.
2260,2412,Hereford & Hops Restaurant & Brewpub,American IPA,Redemption IPA,30222,4.5,Escanaba,Michigan,624 Ludington St.
2268,1784,Outer Banks Brewing Station,Hefeweizen,Weizenheimer Hefeweizen,32548,4.5,Kill Devil Hills,North Carolina,Mile Post 8.5
2274,1784,Outer Banks Brewing Station,American Dark Wheat Ale,Cara-Mellow Weizen II,11414,4.5,Kill Devil Hills,North Carolina,Mile Post 8.5
2280,1784,Outer Banks Brewing Station,Oatmeal Stout,Irish Breakfast Stout,31723,4.5,Kill Devil Hills,North Carolina,Mile Post 8.5
2281,1784,Outer Banks Brewing Station,Rye Beer,Magpie Rye,24866,4.25,Kill Devil Hills,North Carolina,Mile Post 8.5
2284,1784,Outer Banks Brewing Station,American Stout,Mack-Daddy Chocolate Stout,41209,4.214285714285714,Kill Devil Hills,North Carolina,Mile Post 8.5
2291,1784,Outer Banks Brewing Station,Doppelbock,Smolderbock,28681,4.5,Kill Devil Hills,North Carolina,Mile Post 8.5
2294,1784,Outer Banks Brewing Station,Herbed / Spiced Beer,Vikings Liking Light,29668,4.5,Kill Devil Hills,North Carolina,Mile Post 8.5
2298,1784,Outer Banks Brewing Station,American Stout,Shipwreck Stout,43225,4.125,Kill Devil Hills,North Carolina,Mile Post 8.5
2302,1784,Outer Banks Brewing Station,American Strong Ale,Sledgehammer And Tongs,68241,4.125,Kill Devil Hills,North Carolina,Mile Post 8.5
2303,1784,Outer Banks Brewing Station,Dubbel,Slap Happy Abbey,45028,4.5,Kill Devil Hills,North Carolina,Mile Post 8.5
2309,1784,Outer Banks Brewing Station,American Porter,Captain's Porter,44737,4.25,Kill Devil Hills,North Carolina,Mile Post 8.5
2313,1784,Outer Banks Brewing Station,Hefeweizen,Hugh Hefeweize V,24885,4.1875,Kill Devil Hills,North Carolina,Mile Post 8.5
2314,1784,Outer Banks Brewing Station,American Amber / Red Ale,Red Flag ESB,24853,4.25,Kill Devil Hills,North Carolina,Mile Post 8.5
2320,22035,The Big Cheese Pizza Co.,Maibock / Helles Bock,Spiced Maibock,67776,4.25,Riverside,California,3397 Mission Inn Ave.
2328,2312,Tenaya Creek Brewery,American Pale Lager,Tenaya Creek Centennial Lager,17864,4.5,Las Vegas,Nevada,831 W Bonanza Rd
2330,2312,Tenaya Creek Brewery,Oatmeal Stout,Tenaya Creek Oatmeal Stout,9592,4.5,Las Vegas,Nevada,831 W Bonanza Rd
2360,1264,TBonz Gill & Grill,Pumpkin Ale,Smashing Pumpkin Ale,14043,5.0,Mount Pleasant,South Carolina,1028 Johnnie Dodds Blvd
2373,18086,The Run of the Mill Public House & Brewery,English Pale Ale,Alewife Ale,60244,4.5,Saco,Maine,100 Main St
2375,18086,The Run of the Mill Public House & Brewery,English Porter,For Richer Or Poorter,59121,4.25,Saco,Maine,100 Main St
2422,22564,Odd Side Ales,American Wild Ale,Sour Baltic Porter,76861,4.5,Grand Haven,Michigan,41 Washington Ave
2440,22564,Odd Side Ales,Irish Dry Stout,Dark Roast,70458,4.5,Grand Haven,Michigan,41 Washington Ave
2450,15218,C.B. & Potts,Fruit / Vegetable Beer,Apricot Ale,47837,4.25,Highlands Ranch,Colorado,43 West Centennial Parkway
2467,15218,C.B. & Potts,Witbier,Barefoot Wit,52346,4.5,Highlands Ranch,Colorado,43 West Centennial Parkway
2468,5910,Jamesport Brewing Company Inc.,Dortmunder / Export Lager,Jamesport Dortmunder,19243,4.5,Ludington,Michigan,410 James St
2471,5910,Jamesport Brewing Company Inc.,Scotch Ale / Wee Heavy,Jamesport Scottish Strong,19244,4.5,Ludington,Michigan,410 James St
2472,5910,Jamesport Brewing Company Inc.,American Porter,Jamesport Mocha Java Porter,66212,5.0,Ludington,Michigan,410 James St
2478,5910,Jamesport Brewing Company Inc.,English Stout,Jamesport Nitro Stout,25675,4.5,Ludington,Michigan,410 James St
2490,12110,Gritty McDuff's Brewery & Pub,Irish Red Ale,Irish Red Ale,35804,4.5,Auburn,Maine,68 Maine St
2500,932,Hale's Ales Brewery & Pub,Cream Ale,Hale's Cream Ale,2988,4.304347826086956,Seattle,Washington,4301 Leary Way NW
2508,932,Hale's Ales Brewery & Pub,American Double / Imperial IPA,Double Herberts Legendary Symposium Ale,30633,4.5,Seattle,Washington,4301 Leary Way NW
2509,932,Hale's Ales Brewery & Pub,American Double / Imperial IPA,Seattle Beer Week 2010 DIPA,57819,4.026315789473684,Seattle,Washington,4301 Leary Way NW
2543,663,Federal Jack's Restaurant & Brew Pub,English Brown Ale,Brown Ale,57297,5.0,Kennebunk,Maine,8 Western Ave
2546,663,Federal Jack's Restaurant & Brew Pub,American Pale Wheat Ale,Nitro Wheat,2848,4.5,Kennebunk,Maine,8 Western Ave
2556,24300,Evil Twin Brewing,American Porter,Evil Twin Biscotti Break,71827,4.178571428571429,Brooklyn,New York,446 Kent Ave
2571,1090,Rocky River Brewing,American Stout,Oompa Loompa Chocolate Stout,23219,4.222222222222222,Rocky River,Ohio,21290 Center Ridge Road
2576,1090,Rocky River Brewing,Rye Beer,Rye-a-saurus,30514,4.25,Rocky River,Ohio,21290 Center Ridge Road
2590,1090,Rocky River Brewing,Keller Bier / Zwickel Bier,Zwickel Keller Bier,35915,4.166666666666667,Rocky River,Ohio,21290 Center Ridge Road
2598,1090,Rocky River Brewing,Winter Warmer,Elmwood Cabin Fever,16293,4.5,Rocky River,Ohio,21290 Center Ridge Road
2603,1090,Rocky River Brewing,American IPA,Hop Goblin,16315,4.25,Rocky River,Ohio,21290 Center Ridge Road
2607,1090,Rocky River Brewing,Saison / Farmhouse Ale,Artisan Saison,16290,4.166666666666667,Rocky River,Ohio,21290 Center Ridge Road
2609,1090,Rocky River Brewing,American Stout,White Chocolate Espresso Stout,40206,4.25,Rocky River,Ohio,21290 Center Ridge Road
2620,729,Palmetto Brewing Company,American Porter,Palmetto Espresso Porter,56499,4.035714285714286,Charleston,South Carolina,289 Huger St
2630,3032,Hawks Brewing,American Barleywine,Sweet Amber Ale,31691,4.5,Roseburg,Oregon,481 Industrial Drive
2631,3032,Hawks Brewing,Russian Imperial Stout,Hawks D.M.s Imperial Stout,7292,4.204545454545454,Roseburg,Oregon,481 Industrial Drive
2632,3032,Hawks Brewing,Oatmeal Stout,Super Natural Oatmeal Stout,8987,4.045454545454546,Roseburg,Oregon,481 Industrial Drive
2650,2171,Four Peaks Brewing Company,Witbier,Hoof Hearted Wit,44990,4.5,Tempe,Arizona,1340 E 8th St
2656,2171,Four Peaks Brewing Company,English Brown Ale,Leroy Brown,10703,4.5,Tempe,Arizona,1340 E 8th St
2658,2171,Four Peaks Brewing Company,Chile Beer,Chipotle Stout,48221,4.5,Tempe,Arizona,1340 E 8th St
2662,2171,Four Peaks Brewing Company,English Porter,Old Porter,10706,4.5,Tempe,Arizona,1340 E 8th St
2663,2171,Four Peaks Brewing Company,American IPA,Hop Knot,12896,4.128865979381444,Tempe,Arizona,1340 E 8th St
2677,460,Belmont Brewing Company,American Amber / Red Ale,Hop Head Red,23646,4.0625,Long Beach,California,25 39th Place
2678,460,Belmont Brewing Company,Baltic Porter,Long Beach Crude,9415,4.125,Long Beach,California,25 39th Place
2691,2951,Red Oak Brewery,Märzen / Oktoberfest,Christmas Stark Lager,7874,5.0,Whitsett,North Carolina,6901 Konica Dr
2692,2951,Red Oak Brewery,Rye Beer,Rye Bock,12463,4.5,Whitsett,North Carolina,6901 Konica Dr
2696,2951,Red Oak Brewery,Doppelbock,Blackbeard Doppelbock,27260,4.25,Whitsett,North Carolina,6901 Konica Dr
2703,10226,Water Street Brewing & Ale House,American Pale Ale (APA),Strange Brew  Single Hop (Centennial),31829,4.75,Port Townsend,Washington,639 Water Street
2715,10226,Water Street Brewing & Ale House,American Double / Imperial IPA,Queen Nina's Imperial IPA,31847,4.166666666666667,Port Townsend,Washington,639 Water Street
2720,27632,Aztec Brewing Company,Russian Imperial Stout,Noche De Los Muertos,75764,4.5,Vista,California,2330 La Mirada Dr Ste 300
2736,3623,Grid Iron Brewpub & Grille,American IPA,Grid Iron IPA,8020,4.5,North Canton,Ohio,426 Portage Street NW
2737,19114,Yak and Yeti,Herbed / Spiced Beer,Chai Stout,62179,4.333333333333333,Arvada,Colorado,7803 Ralston Rd
2739,19114,Yak and Yeti,German Pilsener,Namaste Pilsner,63952,4.5,Arvada,Colorado,7803 Ralston Rd
2741,19114,Yak and Yeti,American IPA,Himalayan IPA,62176,4.375,Arvada,Colorado,7803 Ralston Rd
2745,19114,Yak and Yeti,American Double / Imperial Stout,Haunted Series Russian Imperial Stout,76947,4.5,Arvada,Colorado,7803 Ralston Rd
2751,343,"Jasper Murdock’s Alehouse, Dining Room & Microbrewery",English Barleywine,Jasper Murdock's Private Stock '04,22056,5.0,Norwich,Vermont,325 Main St
2752,343,"Jasper Murdock’s Alehouse, Dining Room & Microbrewery",English Pale Ale,Fuggle & Barleycorn,2625,4.222222222222222,Norwich,Vermont,325 Main St
2753,343,"Jasper Murdock’s Alehouse, Dining Room & Microbrewery",English Stout,Two Patrick Stout,41757,4.25,Norwich,Vermont,325 Main St
2762,343,"Jasper Murdock’s Alehouse, Dining Room & Microbrewery",English Brown Ale,Oh Be Joyful,2626,4.1,Norwich,Vermont,325 Main St
2763,343,"Jasper Murdock’s Alehouse, Dining Room & Microbrewery",Extra Special / Strong Bitter (ESB),Jasper Murdock's Extra Special Bitter,2624,4.125,Norwich,Vermont,325 Main St
2764,343,"Jasper Murdock’s Alehouse, Dining Room & Microbrewery",English Dark Mild Ale,Famous Sidekick,41759,4.375,Norwich,Vermont,325 Main St
2766,343,"Jasper Murdock’s Alehouse, Dining Room & Microbrewery",English Barleywine,Jasper Murdock's Private Stock '02,22057,4.5,Norwich,Vermont,325 Main St
2773,397,Pipkin Brewery,Milk / Sweet Stout,Bourbon Barrel Stout,1131,5.0,Louisville,Kentucky,636 E Main St
2786,21449,Sonoma Springs Brewing Co.,Rye Beer,RyePA,55792,4.5,Sonoma,California,19449 Riverside Dr
2800,3174,Coopersmith's Pub & Brewing,Flanders Red Ale,Flander's Red,24574,4.5,Fort Collins,Colorado,5 Old Town Square
2821,3174,Coopersmith's Pub & Brewing,Kölsch,Columbine Kolsch,42773,4.5,Fort Collins,Colorado,5 Old Town Square
2825,3174,Coopersmith's Pub & Brewing,Irish Dry Stout,Irish Stout,16928,4.5,Fort Collins,Colorado,5 Old Town Square
2835,3174,Coopersmith's Pub & Brewing,Flanders Oud Bruin,Oud Bruin,48487,4.25,Fort Collins,Colorado,5 Old Town Square
2852,10629,Schmohz Brewing Company,Schwarzbier,Schwartz,51707,4.5,Grand Rapids,Michigan,"2600 Patterson SE, Suite A"
2858,20688,16 Mile Brewing Company,American Brown Ale,Harvest Ale,66225,4.2,Georgetown,Delaware,413 S Bedford St
2862,56,Celis Brewery Inc.,Witbier,Celis Grand Cru,168,4.5,Austin,Texas,2431 Forbes Drive
2864,56,Celis Brewery Inc.,Witbier,Celis White,167,4.714285714285714,Austin,Texas,2431 Forbes Drive
2867,18372,Keuka Brewing Company,Chile Beer,Afternburner Habenero Beer,64002,4.25,Hammondsport,New York,8572 Briglin Road
2873,18372,Keuka Brewing Company,American Barleywine,Old Urbana Barleywine Ale,64003,4.5,Hammondsport,New York,8572 Briglin Road
2876,22150,Stillwater Artisanal Ales,Saison / Farmhouse Ale,Cellar Door,58523,4.104938271604938,Baltimore,Maryland,unknown
2878,22150,Stillwater Artisanal Ales,Belgian Strong Dark Ale,Jaded (Import Series Vol. #3),66573,4.042553191489362,Baltimore,Maryland,unknown
2879,22150,Stillwater Artisanal Ales,Saison / Farmhouse Ale,Stateside Saison (Chamomile),58052,4.5,Baltimore,Maryland,unknown
2880,22150,Stillwater Artisanal Ales,Saison / Farmhouse Ale,Stillwater / Mikkeller Two Gypsies - Our Side (Red Wine Barrel),70496,4.166666666666667,Baltimore,Maryland,unknown
2882,22150,Stillwater Artisanal Ales,Saison / Farmhouse Ale,Stateside Saison (Dry-hopped And Aged On French Oak),56174,4.125,Baltimore,Maryland,unknown
2888,22150,Stillwater Artisanal Ales,Saison / Farmhouse Ale,"Stateside Saison (Calendula Flower, Schisandra Berries, And French Oak)",57996,4.25,Baltimore,Maryland,unknown
2889,22150,Stillwater Artisanal Ales,Saison / Farmhouse Ale,Stillwater / Brewer's Art Debutante (Red Wine Barrel),73956,4.166666666666667,Baltimore,Maryland,unknown
2891,22150,Stillwater Artisanal Ales,Saison / Farmhouse Ale,Cellar Door Dry Hopped With Citra,74051,4.5,Baltimore,Maryland,unknown
2892,22150,Stillwater Artisanal Ales,Saison / Farmhouse Ale,Stillwater / Mikkeller Two Gypsies - Our Side (Dry Hopped With Columbus),65054,4.5,Baltimore,Maryland,unknown
2894,22150,Stillwater Artisanal Ales,Saison / Farmhouse Ale,Cellar Door With Pineapple And Dry-hopped With Citra And Perle,62500,5.0,Baltimore,Maryland,unknown
2897,22150,Stillwater Artisanal Ales,Saison / Farmhouse Ale,Cellar Door Dry Hopped In French Oak,58522,4.25,Baltimore,Maryland,unknown
2899,22150,Stillwater Artisanal Ales,Saison / Farmhouse Ale,Stillwater / Mikkeller Two Gypsies - Our Side (Dry Hopped With Simcoe),65061,4.5,Baltimore,Maryland,unknown
2901,22150,Stillwater Artisanal Ales,Saison / Farmhouse Ale,Stateside Saison,57210,4.043046357615894,Baltimore,Maryland,unknown
2902,22150,Stillwater Artisanal Ales,Saison / Farmhouse Ale,Stillwater / Mikkeller Two Gypsies - Our Side (Dry Hopped With French Oak),65051,4.75,Baltimore,Maryland,unknown
2904,22150,Stillwater Artisanal Ales,Saison / Farmhouse Ale,Stillwater Red Wine Barrel-Aged Cellar Door,71963,4.5,Baltimore,Maryland,unknown
2907,22150,Stillwater Artisanal Ales,Saison / Farmhouse Ale,Harvest Saison Dry Hopped With Citra And Summit,74053,4.166666666666667,Baltimore,Maryland,unknown
2910,22150,Stillwater Artisanal Ales,Saison / Farmhouse Ale,Stillwater Chardonnay Barrel-Aged Stateside Saison,71745,4.109756097560975,Baltimore,Maryland,unknown
2912,22150,Stillwater Artisanal Ales,Flanders Red Ale,Red 33,59657,4.5,Baltimore,Maryland,unknown
2915,22150,Stillwater Artisanal Ales,Saison / Farmhouse Ale,Harvest Saison Dry Hopped With Citra,74052,4.1,Baltimore,Maryland,unknown
2923,26944,Blatant Beer,American IPA,Blatant IPA,74877,4.111111111111111,Williamsburg,Massachusetts,4 Main St
2930,16068,Oakshire Brewing,American Stout,Heart Shaped Box,68632,4.2,Eugene,Oregon,1055 Madera St.
2942,16068,Oakshire Brewing,Extra Special / Strong Bitter (ESB),Hindsight ESB,50667,4.5,Eugene,Oregon,1055 Madera St.
2951,16068,Oakshire Brewing,English Pale Ale,Willamette Dammit,65972,4.5,Eugene,Oregon,1055 Madera St.
2954,16068,Oakshire Brewing,American Amber / Red Ale,Robles Roja,73358,4.5,Eugene,Oregon,1055 Madera St.
2959,16068,Oakshire Brewing,American IPA,Bourbon Barrel IPA,51966,4.5,Eugene,Oregon,1055 Madera St.
2960,16068,Oakshire Brewing,American Double / Imperial IPA,Glen's Hop Vice Imperial IPA,51136,4.25,Eugene,Oregon,1055 Madera St.
2972,16068,Oakshire Brewing,Irish Dry Stout,Toad And Squirrel Dry Irish Stout,67338,4.5,Eugene,Oregon,1055 Madera St.
2973,16068,Oakshire Brewing,American Double / Imperial Stout,Imperial Overcast Espresso Stout,68838,4.25,Eugene,Oregon,1055 Madera St.
2974,19765,Black Raven Brewing Co.,American Porter,Tamerlane Brown Porter,53448,4.214285714285714,Redmond,Washington,14679 NE 95th St
2976,19765,Black Raven Brewing Co.,American IPA,Trickster IPA,50512,4.178571428571429,Redmond,Washington,14679 NE 95th St
2977,19765,Black Raven Brewing Co.,American Double / Imperial IPA,Wisdom Seeker,54350,4.1,Redmond,Washington,14679 NE 95th St
2978,19765,Black Raven Brewing Co.,American Porter,Coco Jones,59595,4.25,Redmond,Washington,14679 NE 95th St
2987,19765,Black Raven Brewing Co.,Belgian Strong Dark Ale,Rye Barrel Aged Margalette,58711,4.5,Redmond,Washington,14679 NE 95th St
2988,19765,Black Raven Brewing Co.,American IPA,Barrel Aged Farmhouse IPA,70276,4.5,Redmond,Washington,14679 NE 95th St
